TransData v2.3
Copyright (c) 2001-2011 by George Moromisato. All Rights Reserved.

Loading...done.
pass 1...
pass 2...
pass 3...
pass 4...
pass 5...
pass 6...
pass 7...
pass 8...
pass 9...
pass 10...
LABEL STATISTICS

Total labels: 300.00
PerseusArm,organicEnv,chitometallicEco,TorQuanRace,GromeRace,level12: 0.10 (0.03%)
PerseusArm,organicEnv,chitometallicEco,TorQuanRace,JaxRace: 0.10 (0.03%)
PerseusArm,organicEnv,chitometallicEco,TorQuanRace,JaxRace,level12: 0.10 (0.03%)
PerseusArm,organicEnv,chitometallicEco,TorQuanRace,level11: 0.10 (0.03%)
PerseusArm,organicEnv,chitometallicEco,TorQuanRace,level12: 0.40 (0.13%)
PerseusArm,organicEnv,chitometallicEco,TorQuanRace,ReenuRace: 0.40 (0.13%)
PerseusArm,organicEnv,chitometallicEco,TorQuanRace,ReenuRace,level11: 0.10 (0.03%)
PerseusArm,organicEnv,chitometallicEco,TorQuanRace,ReenuRace,level12: 0.20 (0.06%)
PerseusArm,organicEnv,crystallineEco: 1.30 (0.43%)
PerseusArm,organicEnv,crystallineEco,EfreetRace: 0.30 (0.10%)
PerseusArm,organicEnv,crystallineEco,EfreetRace,level12: 0.30 (0.10%)
PerseusArm,organicEnv,crystallineEco,EfreetRace,ReenuRace: 0.30 (0.10%)
PerseusArm,organicEnv,crystallineEco,EfreetRace,ReenuRace,level12: 0.30 (0.10%)
PerseusArm,organicEnv,crystallineEco,ErebienRace: 0.40 (0.13%)
PerseusArm,organicEnv,crystallineEco,ErebienRace,GromeRace: 0.40 (0.13%)
PerseusArm,organicEnv,crystallineEco,ErebienRace,GromeRace,level12: 0.20 (0.06%)
PerseusArm,organicEnv,crystallineEco,ErebienRace,GromeRace,level13: 0.20 (0.06%)
PerseusArm,organicEnv,crystallineEco,ErebienRace,level12: 0.20 (0.06%)
PerseusArm,organicEnv,crystallineEco,ErebienRace,level13: 0.20 (0.06%)
PerseusArm,organicEnv,crystallineEco,GromeRace: 0.60 (0.20%)
PerseusArm,organicEnv,crystallineEco,GromeRace,level11: 0.10 (0.03%)
PerseusArm,organicEnv,crystallineEco,GromeRace,level12: 0.30 (0.10%)
PerseusArm,organicEnv,crystallineEco,GromeRace,level13: 0.20 (0.06%)
PerseusArm,organicEnv,crystallineEco,level11: 0.20 (0.06%)
PerseusArm,organicEnv,crystallineEco,level12: 0.60 (0.20%)
PerseusArm,organicEnv,crystallineEco,level13: 0.20 (0.06%)
PerseusArm,organicEnv,crystallineEco,ReenuRace: 0.70 (0.23%)
PerseusArm,organicEnv,crystallineEco,ReenuRace,level11: 0.10 (0.03%)
PerseusArm,organicEnv,crystallineEco,ReenuRace,level12: 0.30 (0.10%)
PerseusArm,organicEnv,crystallineEco,TesiphonRace: 0.10 (0.03%)
PerseusArm,organicEnv,crystallineEco,TesiphonRace,ReenuRace: 0.10 (0.03%)
PerseusArm,organicEnv,crystallineEco,TorQuanRace: 0.50 (0.16%)
PerseusArm,organicEnv,crystallineEco,TorQuanRace,GromeRace: 0.20 (0.06%)
PerseusArm,organicEnv,crystallineEco,TorQuanRace,GromeRace,level11: 0.10 (0.03%)
PerseusArm,organicEnv,crystallineEco,TorQuanRace,GromeRace,level12: 0.10 (0.03%)
PerseusArm,organicEnv,crystallineEco,TorQuanRace,level11: 0.20 (0.06%)
PerseusArm,organicEnv,crystallineEco,TorQuanRace,level12: 0.10 (0.03%)
PerseusArm,organicEnv,crystallineEco,TorQuanRace,ReenuRace: 0.30 (0.10%)
PerseusArm,organicEnv,crystallineEco,TorQuanRace,ReenuRace,level11: 0.10 (0.03%)
PerseusArm,organicEnv,EfreetRace: 5.40 (1.80%)
PerseusArm,organicEnv,EfreetRace,GromeRace: 1.30 (0.43%)
PerseusArm,organicEnv,EfreetRace,GromeRace,level11: 0.20 (0.06%)
PerseusArm,organicEnv,EfreetRace,GromeRace,level12: 0.80 (0.26%)
PerseusArm,organicEnv,EfreetRace,GromeRace,level13: 0.20 (0.06%)
PerseusArm,organicEnv,EfreetRace,GromeRace,level14: 0.10 (0.03%)
PerseusArm,organicEnv,EfreetRace,JaxRace: 1.70 (0.56%)
PerseusArm,organicEnv,EfreetRace,JaxRace,level11: 1.10 (0.36%)
PerseusArm,organicEnv,EfreetRace,JaxRace,level12: 0.20 (0.06%)
PerseusArm,organicEnv,EfreetRace,JaxRace,level14: 0.20 (0.06%)
PerseusArm,organicEnv,EfreetRace,level11: 1.90 (0.63%)
PerseusArm,organicEnv,EfreetRace,level12: 2.10 (0.70%)
PerseusArm,organicEnv,EfreetRace,level13: 0.70 (0.23%)
PerseusArm,organicEnv,EfreetRace,level14: 0.50 (0.16%)
PerseusArm,organicEnv,EfreetRace,ReenuRace: 2.40 (0.80%)
PerseusArm,organicEnv,EfreetRace,ReenuRace,level11: 0.60 (0.20%)
PerseusArm,organicEnv,EfreetRace,ReenuRace,level12: 1.10 (0.36%)
PerseusArm,organicEnv,EfreetRace,ReenuRace,level13: 0.50 (0.16%)
PerseusArm,organicEnv,EfreetRace,ReenuRace,level14: 0.20 (0.06%)
PerseusArm,organicEnv,ErebienRace: 7.90 (2.63%)
PerseusArm,organicEnv,ErebienRace,GromeRace: 2.10 (0.70%)
PerseusArm,organicEnv,ErebienRace,GromeRace,level11: 0.30 (0.10%)
PerseusArm,organicEnv,ErebienRace,GromeRace,level12: 1.10 (0.36%)
PerseusArm,organicEnv,ErebienRace,GromeRace,level13: 0.40 (0.13%)
PerseusArm,organicEnv,ErebienRace,GromeRace,level14: 0.20 (0.06%)
PerseusArm,organicEnv,ErebienRace,GromeRace,level15: 0.10 (0.03%)
PerseusArm,organicEnv,ErebienRace,JaxRace: 3.20 (1.06%)
PerseusArm,organicEnv,ErebienRace,JaxRace,level11: 0.90 (0.30%)
PerseusArm,organicEnv,ErebienRace,JaxRace,level12: 1.20 (0.40%)
PerseusArm,organicEnv,ErebienRace,JaxRace,level13: 0.50 (0.16%)
PerseusArm,organicEnv,ErebienRace,JaxRace,level14: 0.10 (0.03%)
PerseusArm,organicEnv,ErebienRace,level11: 2.30 (0.76%)
PerseusArm,organicEnv,ErebienRace,level12: 3.10 (1.03%)
PerseusArm,organicEnv,ErebienRace,level13: 1.40 (0.46%)
PerseusArm,organicEnv,ErebienRace,level14: 0.40 (0.13%)
PerseusArm,organicEnv,ErebienRace,level15: 0.10 (0.03%)
PerseusArm,organicEnv,ErebienRace,ReenuRace: 2.40 (0.80%)
PerseusArm,organicEnv,ErebienRace,ReenuRace,level11: 0.90 (0.30%)
PerseusArm,organicEnv,ErebienRace,ReenuRace,level12: 0.80 (0.26%)
PerseusArm,organicEnv,ErebienRace,ReenuRace,level13: 0.50 (0.16%)
PerseusArm,organicEnv,ErebienRace,ReenuRace,level14: 0.10 (0.03%)
PerseusArm,organicEnv,GromeRace: 5.50 (1.83%)
PerseusArm,organicEnv,GromeRace,level11: 1.10 (0.36%)
PerseusArm,organicEnv,GromeRace,level12: 2.60 (0.86%)
PerseusArm,organicEnv,GromeRace,level13: 0.80 (0.26%)
PerseusArm,organicEnv,GromeRace,level14: 0.30 (0.10%)
PerseusArm,organicEnv,GromeRace,level15: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco: 5.70 (1.90%)
PerseusArm,organicEnv,hydroidEco,EfreetRace: 1.30 (0.43%)
PerseusArm,organicEnv,hydroidEco,EfreetRace,GromeRace: 0.20 (0.06%)
PerseusArm,organicEnv,hydroidEco,EfreetRace,GromeRace,level12: 0.20 (0.06%)
PerseusArm,organicEnv,hydroidEco,EfreetRace,JaxRace: 0.20 (0.06%)
PerseusArm,organicEnv,hydroidEco,EfreetRace,JaxRace,level11: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,EfreetRace,JaxRace,level14: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,EfreetRace,level11: 0.40 (0.13%)
PerseusArm,organicEnv,hydroidEco,EfreetRace,level12: 0.40 (0.13%)
PerseusArm,organicEnv,hydroidEco,EfreetRace,level13: 0.40 (0.13%)
PerseusArm,organicEnv,hydroidEco,EfreetRace,level14: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,EfreetRace,ReenuRace: 0.90 (0.30%)
PerseusArm,organicEnv,hydroidEco,EfreetRace,ReenuRace,level11: 0.30 (0.10%)
PerseusArm,organicEnv,hydroidEco,EfreetRace,ReenuRace,level12: 0.20 (0.06%)
PerseusArm,organicEnv,hydroidEco,EfreetRace,ReenuRace,level13: 0.40 (0.13%)
PerseusArm,organicEnv,hydroidEco,ErebienRace: 2.30 (0.76%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,GromeRace: 0.20 (0.06%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,GromeRace,level11: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,GromeRace,level15: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,JaxRace: 1.10 (0.36%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,JaxRace,level11: 0.30 (0.10%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,JaxRace,level12: 0.30 (0.10%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,JaxRace,level13: 0.30 (0.10%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,JaxRace,level14: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,level11: 0.90 (0.30%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,level12: 0.50 (0.16%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,level13: 0.50 (0.16%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,level14: 0.20 (0.06%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,level15: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,ReenuRace: 0.80 (0.26%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,ReenuRace,level11: 0.30 (0.10%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,ReenuRace,level12: 0.20 (0.06%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,ReenuRace,level13: 0.20 (0.06%)
PerseusArm,organicEnv,hydroidEco,ErebienRace,ReenuRace,level14: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,GromeRace: 0.90 (0.30%)
PerseusArm,organicEnv,hydroidEco,GromeRace,level11: 0.20 (0.06%)
PerseusArm,organicEnv,hydroidEco,GromeRace,level12: 0.30 (0.10%)
PerseusArm,organicEnv,hydroidEco,GromeRace,level15: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,JaxRace: 2.00 (0.66%)
PerseusArm,organicEnv,hydroidEco,JaxRace,level11: 0.60 (0.20%)
PerseusArm,organicEnv,hydroidEco,JaxRace,level12: 0.70 (0.23%)
PerseusArm,organicEnv,hydroidEco,JaxRace,level13: 0.40 (0.13%)
PerseusArm,organicEnv,hydroidEco,JaxRace,level14: 0.20 (0.06%)
PerseusArm,organicEnv,hydroidEco,level11: 1.90 (0.63%)
PerseusArm,organicEnv,hydroidEco,level12: 1.90 (0.63%)
PerseusArm,organicEnv,hydroidEco,level13: 1.00 (0.33%)
PerseusArm,organicEnv,hydroidEco,level14: 0.30 (0.10%)
PerseusArm,organicEnv,hydroidEco,level15: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,ReenuRace: 2.60 (0.86%)
PerseusArm,organicEnv,hydroidEco,ReenuRace,level11: 0.90 (0.30%)
PerseusArm,organicEnv,hydroidEco,ReenuRace,level12: 0.90 (0.30%)
PerseusArm,organicEnv,hydroidEco,ReenuRace,level13: 0.60 (0.20%)
PerseusArm,organicEnv,hydroidEco,ReenuRace,level14: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,TesiphonRace: 0.70 (0.23%)
PerseusArm,organicEnv,hydroidEco,TesiphonRace,GromeRace: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,TesiphonRace,JaxRace: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,TesiphonRace,JaxRace,level11: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,TesiphonRace,level11: 0.40 (0.13%)
PerseusArm,organicEnv,hydroidEco,TesiphonRace,level12: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,TesiphonRace,ReenuRace: 0.50 (0.16%)
PerseusArm,organicEnv,hydroidEco,TesiphonRace,ReenuRace,level11: 0.30 (0.10%)
PerseusArm,organicEnv,hydroidEco,TesiphonRace,ReenuRace,level12: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,TorQuanRace: 1.40 (0.46%)
PerseusArm,organicEnv,hydroidEco,TorQuanRace,GromeRace: 0.40 (0.13%)
PerseusArm,organicEnv,hydroidEco,TorQuanRace,GromeRace,level11: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,TorQuanRace,GromeRace,level12: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,TorQuanRace,JaxRace: 0.60 (0.20%)
PerseusArm,organicEnv,hydroidEco,TorQuanRace,JaxRace,level11: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,TorQuanRace,JaxRace,level12: 0.40 (0.13%)
PerseusArm,organicEnv,hydroidEco,TorQuanRace,JaxRace,level13: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,TorQuanRace,level11: 0.20 (0.06%)
PerseusArm,organicEnv,hydroidEco,TorQuanRace,level12: 0.90 (0.30%)
PerseusArm,organicEnv,hydroidEco,TorQuanRace,level13: 0.10 (0.03%)
PerseusArm,organicEnv,hydroidEco,TorQuanRace,ReenuRace: 0.40 (0.13%)
PerseusArm,organicEnv,hydroidEco,TorQuanRace,ReenuRace,level12: 0.40 (0.13%)
PerseusArm,organicEnv,JaxRace: 7.00 (2.33%)
PerseusArm,organicEnv,JaxRace,level11: 2.80 (0.93%)
PerseusArm,organicEnv,JaxRace,level12: 2.00 (0.66%)
PerseusArm,organicEnv,JaxRace,level13: 0.60 (0.20%)
PerseusArm,organicEnv,JaxRace,level14: 0.30 (0.10%)
PerseusArm,organicEnv,level11: 6.60 (2.20%)
PerseusArm,organicEnv,level12: 7.30 (2.43%)
PerseusArm,organicEnv,level13: 2.70 (0.90%)
PerseusArm,organicEnv,level14: 0.90 (0.30%)
PerseusArm,organicEnv,level15: 0.10 (0.03%)
PerseusArm,organicEnv,primordialEco: 5.90 (1.96%)
PerseusArm,organicEnv,primordialEco,EfreetRace: 1.70 (0.56%)
PerseusArm,organicEnv,primordialEco,EfreetRace,GromeRace: 0.20 (0.06%)
PerseusArm,organicEnv,primordialEco,EfreetRace,GromeRace,level11: 0.10 (0.03%)
PerseusArm,organicEnv,primordialEco,EfreetRace,GromeRace,level14: 0.10 (0.03%)
PerseusArm,organicEnv,primordialEco,EfreetRace,JaxRace: 0.90 (0.30%)
PerseusArm,organicEnv,primordialEco,EfreetRace,JaxRace,level11: 0.70 (0.23%)
PerseusArm,organicEnv,primordialEco,EfreetRace,JaxRace,level12: 0.10 (0.03%)
PerseusArm,organicEnv,primordialEco,EfreetRace,level11: 0.90 (0.30%)
PerseusArm,organicEnv,primordialEco,EfreetRace,level12: 0.60 (0.20%)
PerseusArm,organicEnv,primordialEco,EfreetRace,level14: 0.10 (0.03%)
PerseusArm,organicEnv,primordialEco,EfreetRace,ReenuRace: 0.60 (0.20%)
PerseusArm,organicEnv,primordialEco,EfreetRace,ReenuRace,level11: 0.10 (0.03%)
PerseusArm,organicEnv,primordialEco,EfreetRace,ReenuRace,level12: 0.50 (0.16%)
PerseusArm,organicEnv,primordialEco,ErebienRace: 2.20 (0.73%)
PerseusArm,organicEnv,primordialEco,ErebienRace,GromeRace: 0.40 (0.13%)
PerseusArm,organicEnv,primordialEco,ErebienRace,GromeRace,level12: 0.20 (0.06%)
PerseusArm,organicEnv,primordialEco,ErebienRace,GromeRace,level13: 0.10 (0.03%)
PerseusArm,organicEnv,primordialEco,ErebienRace,GromeRace,level14: 0.10 (0.03%)
PerseusArm,organicEnv,primordialEco,ErebienRace,JaxRace: 0.60 (0.20%)
PerseusArm,organicEnv,primordialEco,ErebienRace,JaxRace,level11: 0.20 (0.06%)
PerseusArm,organicEnv,primordialEco,ErebienRace,JaxRace,level12: 0.20 (0.06%)
PerseusArm,organicEnv,primordialEco,ErebienRace,JaxRace,level13: 0.20 (0.06%)
PerseusArm,organicEnv,primordialEco,ErebienRace,level11: 0.60 (0.20%)
PerseusArm,organicEnv,primordialEco,ErebienRace,level12: 1.00 (0.33%)
PerseusArm,organicEnv,primordialEco,ErebienRace,level13: 0.50 (0.16%)
PerseusArm,organicEnv,primordialEco,ErebienRace,level14: 0.10 (0.03%)
PerseusArm,organicEnv,primordialEco,ErebienRace,ReenuRace: 1.20 (0.40%)
PerseusArm,organicEnv,primordialEco,ErebienRace,ReenuRace,level11: 0.40 (0.13%)
PerseusArm,organicEnv,primordialEco,ErebienRace,ReenuRace,level12: 0.60 (0.20%)
PerseusArm,organicEnv,primordialEco,ErebienRace,ReenuRace,level13: 0.20 (0.06%)
PerseusArm,organicEnv,primordialEco,GromeRace: 1.50 (0.50%)
PerseusArm,organicEnv,primordialEco,GromeRace,level11: 0.40 (0.13%)
PerseusArm,organicEnv,primordialEco,GromeRace,level12: 0.60 (0.20%)
PerseusArm,organicEnv,primordialEco,GromeRace,level13: 0.20 (0.06%)
PerseusArm,organicEnv,primordialEco,GromeRace,level14: 0.20 (0.06%)
PerseusArm,organicEnv,primordialEco,JaxRace: 1.90 (0.63%)
PerseusArm,organicEnv,primordialEco,JaxRace,level11: 1.00 (0.33%)
PerseusArm,organicEnv,primordialEco,JaxRace,level12: 0.30 (0.10%)
PerseusArm,organicEnv,primordialEco,JaxRace,level13: 0.20 (0.06%)
PerseusArm,organicEnv,primordialEco,level11: 2.00 (0.66%)
PerseusArm,organicEnv,primordialEco,level12: 2.00 (0.66%)
PerseusArm,organicEnv,primordialEco,level13: 0.90 (0.30%)
PerseusArm,organicEnv,primordialEco,level14: 0.20 (0.06%)
PerseusArm,organicEnv,primordialEco,ReenuRace: 2.50 (0.83%)
PerseusArm,organicEnv,primordialEco,ReenuRace,level11: 0.60 (0.20%)
PerseusArm,organicEnv,primordialEco,ReenuRace,level12: 1.10 (0.36%)
PerseusArm,organicEnv,primordialEco,ReenuRace,level13: 0.50 (0.16%)
PerseusArm,organicEnv,primordialEco,TesiphonRace: 0.40 (0.13%)
PerseusArm,organicEnv,primordialEco,TesiphonRace,GromeRace: 0.10 (0.03%)
PerseusArm,organicEnv,primordialEco,TesiphonRace,JaxRace: 0.10 (0.03%)
PerseusArm,organicEnv,primordialEco,TesiphonRace,ReenuRace: 0.20 (0.06%)
PerseusArm,organicEnv,primordialEco,TorQuanRace: 1.60 (0.53%)
PerseusArm,organicEnv,primordialEco,TorQuanRace,GromeRace: 0.80 (0.26%)
PerseusArm,organicEnv,primordialEco,TorQuanRace,GromeRace,level11: 0.30 (0.10%)
PerseusArm,organicEnv,primordialEco,TorQuanRace,GromeRace,level12: 0.40 (0.13%)
PerseusArm,organicEnv,primordialEco,TorQuanRace,GromeRace,level13: 0.10 (0.03%)
PerseusArm,organicEnv,primordialEco,TorQuanRace,JaxRace: 0.30 (0.10%)
PerseusArm,organicEnv,primordialEco,TorQuanRace,JaxRace,level11: 0.10 (0.03%)
PerseusArm,organicEnv,primordialEco,TorQuanRace,level11: 0.50 (0.16%)
PerseusArm,organicEnv,primordialEco,TorQuanRace,level12: 0.40 (0.13%)
PerseusArm,organicEnv,primordialEco,TorQuanRace,level13: 0.40 (0.13%)
PerseusArm,organicEnv,primordialEco,TorQuanRace,ReenuRace: 0.50 (0.16%)
PerseusArm,organicEnv,primordialEco,TorQuanRace,ReenuRace,level11: 0.10 (0.03%)
PerseusArm,organicEnv,primordialEco,TorQuanRace,ReenuRace,level13: 0.30 (0.10%)
PerseusArm,organicEnv,ReenuRace: 7.90 (2.63%)
PerseusArm,organicEnv,ReenuRace,level11: 2.50 (0.83%)
PerseusArm,organicEnv,ReenuRace,level12: 2.70 (0.90%)
PerseusArm,organicEnv,ReenuRace,level13: 1.30 (0.43%)
PerseusArm,organicEnv,ReenuRace,level14: 0.30 (0.10%)
PerseusArm,organicEnv,TesiphonRace: 2.20 (0.73%)
PerseusArm,organicEnv,TesiphonRace,GromeRace: 0.30 (0.10%)
PerseusArm,organicEnv,TesiphonRace,GromeRace,level13: 0.10 (0.03%)
PerseusArm,organicEnv,TesiphonRace,JaxRace: 0.80 (0.26%)
PerseusArm,organicEnv,TesiphonRace,JaxRace,level11: 0.50 (0.16%)
PerseusArm,organicEnv,TesiphonRace,JaxRace,level12: 0.10 (0.03%)
PerseusArm,organicEnv,TesiphonRace,level11: 1.00 (0.33%)
PerseusArm,organicEnv,TesiphonRace,level12: 0.30 (0.10%)
PerseusArm,organicEnv,TesiphonRace,level13: 0.10 (0.03%)
PerseusArm,organicEnv,TesiphonRace,ReenuRace: 1.10 (0.36%)
PerseusArm,organicEnv,TesiphonRace,ReenuRace,level11: 0.50 (0.16%)
PerseusArm,organicEnv,TesiphonRace,ReenuRace,level12: 0.20 (0.06%)
PerseusArm,organicEnv,TorQuanRace: 5.10 (1.70%)
PerseusArm,organicEnv,TorQuanRace,GromeRace: 1.80 (0.60%)
PerseusArm,organicEnv,TorQuanRace,GromeRace,level11: 0.60 (0.20%)
PerseusArm,organicEnv,TorQuanRace,GromeRace,level12: 0.70 (0.23%)
PerseusArm,organicEnv,TorQuanRace,GromeRace,level13: 0.10 (0.03%)
PerseusArm,organicEnv,TorQuanRace,JaxRace: 1.30 (0.43%)
PerseusArm,organicEnv,TorQuanRace,JaxRace,level11: 0.30 (0.10%)
PerseusArm,organicEnv,TorQuanRace,JaxRace,level12: 0.50 (0.16%)
PerseusArm,organicEnv,TorQuanRace,JaxRace,level13: 0.10 (0.03%)
PerseusArm,organicEnv,TorQuanRace,level11: 1.40 (0.46%)
PerseusArm,organicEnv,TorQuanRace,level12: 1.80 (0.60%)
PerseusArm,organicEnv,TorQuanRace,level13: 0.50 (0.16%)
PerseusArm,organicEnv,TorQuanRace,ReenuRace: 2.00 (0.66%)
PerseusArm,organicEnv,TorQuanRace,ReenuRace,level11: 0.50 (0.16%)
PerseusArm,organicEnv,TorQuanRace,ReenuRace,level12: 0.60 (0.20%)
PerseusArm,organicEnv,TorQuanRace,ReenuRace,level13: 0.30 (0.10%)
PerseusArm,primordialEco: 15.90 (5.30%)
PerseusArm,primordialEco,EfreetRace: 4.00 (1.33%)
PerseusArm,primordialEco,EfreetRace,GromeRace: 0.90 (0.30%)
PerseusArm,primordialEco,EfreetRace,GromeRace,level11: 0.60 (0.20%)
PerseusArm,primordialEco,EfreetRace,GromeRace,level12: 0.10 (0.03%)
PerseusArm,primordialEco,EfreetRace,GromeRace,level14: 0.10 (0.03%)
PerseusArm,primordialEco,EfreetRace,JaxRace: 1.60 (0.53%)
PerseusArm,primordialEco,EfreetRace,JaxRace,level11: 0.90 (0.30%)
PerseusArm,primordialEco,EfreetRace,JaxRace,level12: 0.10 (0.03%)
PerseusArm,primordialEco,EfreetRace,JaxRace,level13: 0.30 (0.10%)
PerseusArm,primordialEco,EfreetRace,level11: 1.80 (0.60%)
PerseusArm,primordialEco,EfreetRace,level12: 1.20 (0.40%)
PerseusArm,primordialEco,EfreetRace,level13: 0.30 (0.10%)
PerseusArm,primordialEco,EfreetRace,level14: 0.10 (0.03%)
PerseusArm,primordialEco,EfreetRace,ReenuRace: 1.50 (0.50%)
PerseusArm,primordialEco,EfreetRace,ReenuRace,level11: 0.30 (0.10%)
PerseusArm,primordialEco,EfreetRace,ReenuRace,level12: 1.00 (0.33%)
PerseusArm,primordialEco,ErebienRace: 5.80 (1.93%)
PerseusArm,primordialEco,ErebienRace,GromeRace: 0.90 (0.30%)
PerseusArm,primordialEco,ErebienRace,GromeRace,level11: 0.10 (0.03%)
PerseusArm,primordialEco,ErebienRace,GromeRace,level12: 0.60 (0.20%)
PerseusArm,primordialEco,ErebienRace,GromeRace,level13: 0.10 (0.03%)
PerseusArm,primordialEco,ErebienRace,GromeRace,level14: 0.10 (0.03%)
PerseusArm,primordialEco,ErebienRace,JaxRace: 1.60 (0.53%)
PerseusArm,primordialEco,ErebienRace,JaxRace,level11: 0.40 (0.13%)
PerseusArm,primordialEco,ErebienRace,JaxRace,level12: 0.50 (0.16%)
PerseusArm,primordialEco,ErebienRace,JaxRace,level13: 0.50 (0.16%)
PerseusArm,primordialEco,ErebienRace,JaxRace,level14: 0.20 (0.06%)
PerseusArm,primordialEco,ErebienRace,level11: 1.60 (0.53%)
PerseusArm,primordialEco,ErebienRace,level12: 2.30 (0.76%)
PerseusArm,primordialEco,ErebienRace,level13: 1.30 (0.43%)
PerseusArm,primordialEco,ErebienRace,level14: 0.50 (0.16%)
PerseusArm,primordialEco,ErebienRace,ReenuRace: 3.10 (1.03%)
PerseusArm,primordialEco,ErebienRace,ReenuRace,level11: 1.10 (0.36%)
PerseusArm,primordialEco,ErebienRace,ReenuRace,level12: 1.10 (0.36%)
PerseusArm,primordialEco,ErebienRace,ReenuRace,level13: 0.70 (0.23%)
PerseusArm,primordialEco,ErebienRace,ReenuRace,level14: 0.20 (0.06%)
PerseusArm,primordialEco,GromeRace: 4.10 (1.36%)
PerseusArm,primordialEco,GromeRace,level11: 1.50 (0.50%)
PerseusArm,primordialEco,GromeRace,level12: 1.40 (0.46%)
PerseusArm,primordialEco,GromeRace,level13: 0.30 (0.10%)
PerseusArm,primordialEco,GromeRace,level14: 0.40 (0.13%)
PerseusArm,primordialEco,GromeRace,level15: 0.10 (0.03%)
PerseusArm,primordialEco,JaxRace: 4.90 (1.63%)
PerseusArm,primordialEco,JaxRace,level11: 1.80 (0.60%)
PerseusArm,primordialEco,JaxRace,level12: 0.90 (0.30%)
PerseusArm,primordialEco,JaxRace,level13: 1.20 (0.40%)
PerseusArm,primordialEco,JaxRace,level14: 0.30 (0.10%)
PerseusArm,primordialEco,level11: 5.50 (1.83%)
PerseusArm,primordialEco,level12: 4.70 (1.56%)
PerseusArm,primordialEco,level13: 2.60 (0.86%)
PerseusArm,primordialEco,level14: 1.00 (0.33%)
PerseusArm,primordialEco,level15: 0.10 (0.03%)
PerseusArm,primordialEco,ReenuRace: 6.50 (2.16%)
PerseusArm,primordialEco,ReenuRace,level11: 2.10 (0.70%)
PerseusArm,primordialEco,ReenuRace,level12: 2.30 (0.76%)
PerseusArm,primordialEco,ReenuRace,level13: 1.00 (0.33%)
PerseusArm,primordialEco,ReenuRace,level14: 0.30 (0.10%)
PerseusArm,primordialEco,TesiphonRace: 1.80 (0.60%)
PerseusArm,primordialEco,TesiphonRace,GromeRace: 0.30 (0.10%)
PerseusArm,primordialEco,TesiphonRace,JaxRace: 0.70 (0.23%)
PerseusArm,primordialEco,TesiphonRace,JaxRace,level11: 0.20 (0.06%)
PerseusArm,primordialEco,TesiphonRace,JaxRace,level12: 0.10 (0.03%)
PerseusArm,primordialEco,TesiphonRace,JaxRace,level13: 0.30 (0.10%)
PerseusArm,primordialEco,TesiphonRace,level11: 0.30 (0.10%)
PerseusArm,primordialEco,TesiphonRace,level12: 0.20 (0.06%)
PerseusArm,primordialEco,TesiphonRace,level13: 0.40 (0.13%)
PerseusArm,primordialEco,TesiphonRace,ReenuRace: 0.70 (0.23%)
PerseusArm,primordialEco,TesiphonRace,ReenuRace,level11: 0.10 (0.03%)
PerseusArm,primordialEco,TesiphonRace,ReenuRace,level12: 0.10 (0.03%)
PerseusArm,primordialEco,TorQuanRace: 4.30 (1.43%)
PerseusArm,primordialEco,TorQuanRace,GromeRace: 2.00 (0.66%)
PerseusArm,primordialEco,TorQuanRace,GromeRace,level11: 0.80 (0.26%)
